,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,P_ID,Group_ID,Deck,Cabin_No,Side
6998,Earth,True,PSO J318.5-22,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Franda Morrencis,0.0,7442,02,,,
6999,Earth,True,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenny Thorney,0.0,7444,01,G,1203,P
7000,Earth,True,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Coreen Hoppers,0.0,7445,01,G,1208,S
7001,Earth,False,TRAPPIST-1e,18.0,0.0,960.0,672.0,0.0,0.0,168.0,Mamina Hopez,0.0,7446,01,G,1204,P
7002,Mars,False,TRAPPIST-1e,24.0,0.0,583.6666666666666,0.0,299.0,814.0,0.0,Chees Oncy,0.0,7447,01,F,1539,P
7003,Earth,False,55 Cancri e,25.0,0.0,244.0,0.0,40.0,294.0,124.0,Line Bradlerson,0.0,7448,01,F,1540,P
7004,Earth,False,PSO J318.5-22,20.0,0.0,120.0,321.0,0.0,932.0,175.0,Loresa Bakericks,0.0,7449,01,F,1541,P
7005,Earth,False,TRAPPIST-1e,23.0,0.0,509.0,0.0,193.0,0.0,2.0,Armene Sykess,0.0,7450,01,G,1205,P
7006,Europa,True,TRAPPIST-1e,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Dyonon Sloweber,1.0,7452,01,B,281,S
7007,Europa,False,55 Cancri e,26.0,0.0,286.0,3387.0,575.0,213.0,548.0,Mirfark Sloweber,1.0,7452,02,B,281,S
7008,Europa,True,55 Cancri e,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Aino Sloweber,1.0,7452,03,B,281,S
7009,Europa,True,55 Cancri e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Alarkab Aneter,1.0,7453,01,C,275,S
7010,Europa,False,55 Cancri e,41.0,0.0,0.0,1616.0,0.0,758.0,400.0,Neshath Slavested,1.0,7455,01,A,80,P
7011,Earth,True,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Yvetta Whitez,1.0,7456,01,G,1210,S
7012,Mars,False,TRAPPIST-1e,71.0,0.0,1243.0,0.0,5.0,16.0,34.0,Seat Fine,0.0,7457,01,E,496,S
7013,Earth,True,TRAPPIST-1e,64.0,0.0,0.0,0.0,0.0,0.0,0.0,Fayey Vincenton,0.0,7458,01,G,1211,S
7014,Europa,False,TRAPPIST-1e,33.0,0.0,0.0,397.0,0.0,1249.0,845.0,Menkin Dratembid,0.0,7459,01,B,282,S
7015,Earth,False,55 Cancri e,24.0,0.0,786.0,0.0,0.0,309.0,0.0,Leria Haydenez,1.0,7460,01,F,1543,P
7016,Europa,True,TRAPPIST-1e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Zavior Plaricit,1.0,7461,01,D,223,S
7017,Earth,True,PSO J318.5-22,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Hilia Mckinn,1.0,7462,01,G,1206,P
7018,Earth,True,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Lynnie Hickett,1.0,7464,01,G,1207,P
7019,Mars,True,TRAPPIST-1e,25.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,7472,01,F,1426,S
7020,Mars,True,TRAPPIST-1e,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Pros Leste,1.0,7475,01,F,1545,P
7021,Mars,True,TRAPPIST-1e,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Lies Leste,1.0,7475,02,F,1545,P
7022,Earth,False,PSO J318.5-22,22.0,0.0,27.0,0.0,0.0,663.0,0.0,Jimmya Fielson,0.0,7477,01,F,1546,P
7023,Europa,False,,56.0,0.0,0.0,5711.0,0.0,0.0,50.0,Minchib Porkilte,1.0,7478,01,C,276,S
7024,Mars,True,TRAPPIST-1e,34.0,0.0,0.0,0.0,0.0,0.0,0.0,Muffs Berte,1.0,7479,01,F,1429,S
7025,Earth,False,TRAPPIST-1e,46.0,0.0,0.0,0.0,1.0,0.0,1778.0,Darlie Chanash,0.0,7481,01,G,1215,S
7026,Mars,False,PSO J318.5-22,43.0,0.0,244.0,0.0,358.0,160.0,800.0,Wille Winie,1.0,7483,01,E,485,P
7027,Earth,False,55 Cancri e,25.0,0.0,0.0,1435.0,0.0,0.0,0.0,Coracy Rivanseney,1.0,7484,01,G,1209,P
7028,Europa,False,TRAPPIST-1e,26.0,0.0,36.0,2285.0,0.0,2287.0,159.0,Betenif Cousel,0.0,7485,01,,,
7029,Earth,False,55 Cancri e,14.0,0.0,0.0,184.0,16.0,1234.0,0.0,Katen Vandez,0.0,7486,01,G,1210,P
7030,Earth,False,TRAPPIST-1e,63.0,0.0,174.0,282.0,321.0,8.0,0.0,Jeanie Sellahaney,1.0,7487,01,G,1216,S
7031,Mars,False,TRAPPIST-1e,29.0,0.0,558.0,0.0,386.0,355.0,0.0,Pold Kidne,0.0,7488,01,E,486,P
7032,Mars,True,PSO J318.5-22,45.0,0.0,0.0,0.0,0.0,0.0,0.0,Clues Kidne,1.0,7488,02,E,486,P
7033,Earth,True,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Grette Garrincent,1.0,7490,01,G,1217,S
7034,Mars,False,TRAPPIST-1e,19.0,0.0,193.0,0.0,2956.0,0.0,0.0,Bleda Bun,1.0,7492,01,D,224,S
7035,Earth,False,TRAPPIST-1e,53.0,0.0,2.0,794.0,425.0,0.0,397.0,Lynnon Sellahaney,0.0,7494,01,E,487,P
7036,Mars,False,TRAPPIST-1e,45.0,0.0,2.0,36.0,1110.0,9.0,0.0,Weres Ropie,0.0,7495,01,F,1431,S
7037,Europa,False,55 Cancri e,41.0,0.0,0.0,2383.0,0.0,2.0,97.0,Asellan Fuelisent,1.0,7496,01,C,278,S
7038,Mars,False,TRAPPIST-1e,68.0,1.0,523.0,0.0,859.0,201.0,782.0,Otlios Cola,0.0,7498,01,F,1550,P
7039,Mars,True,TRAPPIST-1e,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Bonutz Cola,1.0,7498,02,F,1550,P
7040,Mars,False,TRAPPIST-1e,27.0,1.0,30.0,0.0,910.0,0.0,0.0,Beals Cola,1.0,7498,03,F,1550,P
7041,Earth,False,55 Cancri e,20.0,0.0,30.0,132.0,1121.0,0.0,0.0,Enrie Hayder,1.0,7499,01,F,1551,P
7042,,False,TRAPPIST-1e,54.0,1.0,1770.0,7.0,228.0,0.0,0.0,Swafox Swin,0.0,7500,01,F,1432,S
7043,Earth,False,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,484.0,320.0,Henryn Burchard,0.0,7501,01,F,1433,S
7044,Europa,False,55 Cancri e,45.0,0.0,66.0,5974.0,0.0,0.0,625.0,Gatrin Clutolded,1.0,7502,01,C,241,P
7045,Europa,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Achira Capplid,1.0,7503,01,B,283,S
7046,Europa,False,TRAPPIST-1e,37.0,0.0,1577.0,11396.0,0.0,1014.0,560.0,Dabi Capplid,1.0,7503,02,B,283,S
7047,Earth,False,TRAPPIST-1e,30.0,0.0,0.0,2.0,0.0,690.0,86.0,,0.0,7504,01,F,1552,P
7048,Mars,False,TRAPPIST-1e,51.0,1.0,511.0,0.0,291.0,4212.0,0.0,Ste Fone,0.0,7505,01,F,1553,P
7049,Mars,True,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Hone Fone,1.0,7505,02,F,1553,P
7050,Mars,True,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Monkle Fone,1.0,7505,03,F,1553,P
7051,Earth,False,TRAPPIST-1e,19.0,0.0,2110.0,0.0,0.0,0.0,1.0,Billya Vales,0.0,7506,01,F,1554,P
7052,Earth,False,TRAPPIST-1e,19.0,0.0,0.0,789.0,0.0,0.0,0.0,Marlly Santin,0.0,7507,01,E,499,S
7053,Earth,False,TRAPPIST-1e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Joela Santin,1.0,7507,02,E,499,S
7054,Earth,False,55 Cancri e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Ianley Santin,1.0,7507,03,E,499,S
7055,Europa,False,TRAPPIST-1e,23.0,0.0,3580.0,564.0,103.0,37.0,90.0,Alar Exible,0.0,7508,01,B,284,S
7056,Earth,False,TRAPPIST-1e,37.0,0.0,1442.0,4.0,0.0,3.0,0.0,Herina Mcneiley,0.0,7509,01,F,1434,S
7057,Mars,False,55 Cancri e,18.0,0.0,1092.0,0.0,208.0,150.0,0.0,Pars Horte,0.0,7510,01,F,1435,S
7058,Earth,,PSO J318.5-22,29.0,0.0,5.0,598.0,0.0,0.0,0.0,Byrona Berges,0.0,7512,01,F,1436,S
7059,Earth,,TRAPPIST-1e,25.0,0.0,0.0,779.0,0.0,2.0,6.0,Marynk Welles,0.0,7513,01,E,488,P
7060,Earth,False,TRAPPIST-1e,52.0,0.0,0.0,0.0,47.0,2059.0,0.0,Fayel Josesh,0.0,7514,01,F,1555,P
7061,Mars,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Monam Gre,0.0,7515,01,F,1437,S
7062,Mars,False,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rants Gre,1.0,7515,02,F,1437,S
7063,Earth,False,PSO J318.5-22,25.0,0.0,15.0,3.0,0.0,635.0,0.0,Lynnon Lunapperts,0.0,7517,01,F,1557,P
7064,Europa,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Acrabih Droning,1.0,7518,01,B,246,P
7065,Europa,False,PSO J318.5-22,32.0,1.0,2502.0,700.0,1104.0,13902.0,484.0,Aviton Droning,0.0,7518,02,B,246,P
7066,Earth,False,TRAPPIST-1e,58.0,0.0,1366.0,257.0,0.0,0.0,311.0,Elancy Alentonway,0.0,7520,01,F,1559,P
7067,Earth,False,TRAPPIST-1e,44.0,0.0,657.0,0.0,103.0,0.0,394.0,Hard Mcintons,0.0,7521,01,F,1560,P
7068,Earth,False,TRAPPIST-1e,41.0,0.0,0.0,0.0,0.0,0.0,908.0,Harlen Cartyernan,0.0,7522,01,G,1214,P
7069,Earth,False,TRAPPIST-1e,24.0,0.0,0.0,0.0,643.0,167.0,0.0,Bara Mcclayton,1.0,7523,01,G,1219,S
7070,Earth,True,TRAPPIST-1e,41.0,0.0,0.0,0.0,0.0,0.0,0.0,Colly Simpsonks,1.0,7524,01,G,1215,P
7071,Earth,True,PSO J318.5-22,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Britta Simpsonks,1.0,7524,02,G,1215,P
7072,Europa,False,TRAPPIST-1e,27.0,0.0,390.0,1377.0,0.0,2809.0,4914.0,Canonon Retefule,0.0,7525,01,C,279,S
7073,Europa,True,55 Cancri e,61.0,0.0,0.0,0.0,0.0,0.0,0.0,Geonev Retefule,1.0,7525,02,C,279,S
7074,Earth,False,TRAPPIST-1e,18.0,0.0,0.0,732.0,2.0,13.0,47.0,Elle Flowensley,1.0,7527,01,F,1561,P
7075,Earth,True,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Harrie Combson,1.0,7529,01,G,1221,S
7076,Europa,True,TRAPPIST-1e,25.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,Elebara Alindiveng,1.0,7531,01,B,286,S
7077,Europa,True,55 Cancri e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Ainoxa Alindiveng,1.0,7531,02,B,286,S
7078,Earth,False,55 Cancri e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Thell Farrez,1.0,7533,01,G,1223,S
7079,Earth,False,PSO J318.5-22,40.0,0.0,420.0,0.0,345.0,1.0,0.0,Maen Dickley,0.0,7534,01,F,1439,S
7080,Earth,False,TRAPPIST-1e,19.0,0.0,122.0,2.0,0.0,480.0,565.0,Adanne Robley,1.0,7535,01,F,1562,P
7081,Mars,True,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Sallos Purie,1.0,7536,01,F,1440,S
7082,Europa,False,TRAPPIST-1e,48.0,1.0,313.0,2864.0,0.0,0.0,12424.0,Achira Uncionted,0.0,7538,01,A,81,P
7083,Europa,False,55 Cancri e,37.0,0.0,18.0,2669.0,0.0,1229.0,0.0,Marfar Uncionted,0.0,7538,02,A,81,P
7084,Earth,False,TRAPPIST-1e,35.0,0.0,4.0,53.0,0.0,0.0,844.0,Gabria Batestonley,0.0,7542,01,F,1442,S
7085,Earth,False,TRAPPIST-1e,29.0,0.0,0.0,0.0,702.0,0.0,56.0,Patsya Saley,0.0,7543,01,F,1564,P
7086,Earth,False,TRAPPIST-1e,54.0,0.0,118.0,0.0,0.0,669.0,0.0,Jasony Brightez,0.0,7544,01,E,501,S
7087,Earth,True,TRAPPIST-1e,29.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,Jasony Nguerrettye,0.0,7545,01,G,1225,S
7088,Earth,False,TRAPPIST-1e,22.0,0.0,0.0,19.0,1468.0,2.0,119.0,Beula Beangley,1.0,7549,01,E,489,P
7089,Earth,True,PSO J318.5-22,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Davis Bardinard,1.0,7550,01,G,1216,P
7090,Earth,False,TRAPPIST-1e,26.0,0.0,0.0,652.0,97.0,43.0,0.0,Jacky Callowery,1.0,7552,01,E,490,P
7091,Earth,False,PSO J318.5-22,19.0,0.0,10.0,24.0,0.0,0.0,565.0,Walla Bushafford,0.0,7553,01,F,1444,S
7092,Earth,False,TRAPPIST-1e,22.0,0.0,0.0,0.0,441.0,0.0,423.0,Stace Castannison,0.0,7559,01,F,1569,P
7093,Europa,,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Proxima Quidedbolt,1.0,7560,01,C,244,P
7094,Earth,False,TRAPPIST-1e,18.0,0.0,388.0,182.0,0.0,66.0,140.0,,0.0,7561,01,F,1445,S
7095,Mars,True,55 Cancri e,39.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,7563,01,F,1570,P
7096,Europa,False,TRAPPIST-1e,37.0,0.0,2.0,7272.0,0.0,50.0,1282.0,Zaurion Praded,1.0,7565,01,B,247,P
7097,Europa,True,55 Cancri e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Thaban Praded,1.0,7565,02,B,247,P
7098,Europa,False,55 Cancri e,25.0,0.0,0.0,772.0,0.0,125.0,5913.0,Matark Praded,0.0,7565,03,B,247,P
7099,Europa,False,TRAPPIST-1e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Alphah Praded,1.0,7565,04,B,247,P
7100,Earth,True,55 Cancri e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Lyde Farmonrada,0.0,7567,01,G,1227,S
7101,Earth,False,TRAPPIST-1e,19.0,0.0,380.0,0.0,416.0,0.0,8.0,Mira Farleyatton,0.0,7568,01,F,1571,P
7102,Mars,False,TRAPPIST-1e,18.0,0.0,3591.0,0.0,158.0,0.0,120.0,Gamuls Sune,0.0,7569,01,E,493,P
7103,Mars,False,TRAPPIST-1e,50.0,1.0,828.0,0.0,572.0,1367.0,0.0,Oate Sune,0.0,7569,02,D,237,P
7104,Earth,True,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Blancy Balley,0.0,7572,01,G,1228,S
7105,Earth,True,PSO J318.5-22,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Teryla Welltonces,0.0,7573,01,G,1217,P
7106,Europa,True,55 Cancri e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Nunkib Alindiveng,1.0,7574,01,B,287,S
7107,Europa,False,TRAPPIST-1e,23.0,0.0,30.0,2237.0,1.0,49.0,52.0,Mergas Alenat,1.0,7576,01,D,239,P
7108,Europa,False,TRAPPIST-1e,39.0,0.0,2.0,530.0,0.0,181.0,1360.0,Skyrmak Alenat,0.0,7576,02,D,239,P
7109,Earth,False,PSO J318.5-22,14.0,0.0,80.0,130.0,0.0,1323.0,0.0,Gera Beston,0.0,7577,01,E,502,S
7110,Earth,False,55 Cancri e,14.0,0.0,653.0,0.0,4.0,0.0,0.0,Idace Popelacruz,0.0,7578,01,F,1572,P
7111,Earth,False,PSO J318.5-22,45.0,0.0,1.0,7.0,56.0,613.0,0.0,Willy Curton,1.0,7579,01,G,1229,S
7112,Earth,True,TRAPPIST-1e,22.0,0.0,0.0,0.0,0.0,0.0,0.0,Billya Sweenez,1.0,7580,01,G,1230,S
7113,Mars,False,TRAPPIST-1e,36.0,0.0,32.0,355.0,1826.0,9.0,0.0,Pebuts Pert,1.0,7583,01,F,1574,P
7114,Europa,,,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Arrain Swingse,1.0,7584,01,B,288,S
7115,Europa,True,TRAPPIST-1e,59.0,0.0,0.0,0.0,0.0,0.0,0.0,Sterfik Swingse,1.0,7584,02,B,288,S
7116,,False,TRAPPIST-1e,31.0,0.0,0.0,1000.0,0.0,19.0,1776.0,Mesaton Swingse,0.0,7584,03,B,288,S
7117,Europa,True,55 Cancri e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Suhaino Admingried,1.0,7585,01,C,281,S
7118,Europa,False,TRAPPIST-1e,39.0,0.0,8209.0,18.0,432.0,3560.0,54.0,Azhasim Admingried,0.0,7585,02,C,281,S
7119,Europa,False,TRAPPIST-1e,28.0,0.0,0.0,2674.0,1309.0,18.0,11.0,Unukath Admingried,1.0,7585,03,C,281,S
7120,Europa,True,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Chard Admingried,1.0,7585,04,C,281,S
7121,Europa,False,TRAPPIST-1e,29.0,0.0,220.0,1130.0,0.0,7.0,951.0,Weion Switmorary,1.0,7586,01,C,245,P
7122,Earth,True,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lan Hersons,1.0,7588,01,G,1219,P
7123,Earth,False,55 Cancri e,15.0,0.0,0.0,714.0,0.0,0.0,0.0,Aude Hersons,1.0,7588,02,G,1219,P
7124,Earth,False,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,1586.0,0.0,Stelly Wolferton,0.0,7592,01,F,1450,S
7125,Europa,True,55 Cancri e,49.0,0.0,0.0,0.0,0.0,0.0,0.0,Minonus Supiensive,1.0,7594,01,C,282,S
7126,Earth,False,TRAPPIST-1e,36.0,0.0,0.0,7.0,661.0,0.0,93.0,Enrie Owery,1.0,7595,01,F,1451,S
7127,Europa,True,55 Cancri e,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Polaton Fralledic,1.0,7596,01,C,283,S
7128,Europa,True,TRAPPIST-1e,56.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,7596,02,C,283,S
7129,Earth,True,PSO J318.5-22,67.0,0.0,0.0,0.0,0.0,0.0,0.0,Danie Ingston,1.0,7598,01,G,1231,S
7130,Earth,False,TRAPPIST-1e,44.0,0.0,0.0,204.0,135.0,225.0,223.0,,0.0,7599,01,E,495,P
7131,Earth,False,TRAPPIST-1e,17.0,0.0,214.0,552.0,0.0,241.0,0.0,Amela Starkers,0.0,7601,01,G,1232,S
7132,Mars,True,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Wase Deeke,1.0,7604,01,F,1579,P
7133,Mars,,TRAPPIST-1e,23.0,0.0,463.0,0.0,658.0,0.0,0.0,Cousk Deeke,0.0,7604,02,F,1579,P
7134,Mars,False,55 Cancri e,28.0,0.0,2484.0,136.0,42.0,0.0,0.0,Othawk Crité,0.0,7605,01,F,1452,S
7135,Mars,True,TRAPPIST-1e,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Turbix Bau,1.0,7606,01,F,1453,S
7136,Mars,True,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Bun Ica,1.0,7608,01,F,1454,S
7137,Europa,False,55 Cancri e,40.0,1.0,0.0,21.0,0.0,1503.0,1392.0,Astorux Reeddommy,0.0,7609,01,A,83,P
7138,Europa,True,TRAPPIST-1e,39.0,0.0,0.0,0.0,0.0,0.0,0.0,Sabiton Reeddommy,1.0,7609,02,A,83,P
7139,Europa,True,55 Cancri e,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Canonon Diabysid,1.0,7614,01,C,246,P
7140,Earth,False,PSO J318.5-22,20.0,0.0,11.0,725.0,0.0,0.0,0.0,Jandy Boyersons,1.0,7616,01,F,1457,S
7141,Earth,False,TRAPPIST-1e,18.0,0.0,761.0,21.0,27.0,0.0,0.0,Leenny Raney,1.0,7618,01,G,1235,S
7142,Mars,False,,17.0,0.0,3651.0,0.0,2228.0,38.0,0.0,Oakes Cotte,0.0,7620,01,F,1583,P
7143,Europa,True,55 Cancri e,35.0,0.0,0.0,0.0,0.0,0.0,0.0,Halla Subcap,1.0,7621,01,B,250,P
7144,Earth,False,TRAPPIST-1e,31.0,0.0,0.0,0.0,185.0,584.0,0.0,Jona Noeley,0.0,7622,01,G,1237,S
7145,Earth,False,TRAPPIST-1e,40.0,0.0,0.0,0.0,84.0,798.0,0.0,Ricia Valexandez,0.0,7623,01,G,1223,P
7146,Europa,True,PSO J318.5-22,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Gieba Emetillove,1.0,7624,01,C,284,S
7147,Earth,False,TRAPPIST-1e,21.0,0.0,0.0,0.0,114.0,2.0,683.0,Gerly Burryerson,0.0,7625,01,F,1458,S
7148,Earth,False,TRAPPIST-1e,29.0,0.0,767.0,16.0,9.0,0.0,0.0,Nandy Stephendsey,0.0,7626,01,E,496,P
7149,Europa,False,55 Cancri e,63.0,0.0,0.0,5036.0,4.0,519.0,0.0,Beide Reeddommy,1.0,7627,01,A,92,S
7150,Mars,False,TRAPPIST-1e,19.0,0.0,37.0,0.0,1288.0,0.0,0.0,Hoces Wala,1.0,7628,01,F,1584,P
7151,Mars,False,TRAPPIST-1e,36.0,0.0,1103.0,3.0,0.0,0.0,659.0,Ban Stre,0.0,7628,02,D,240,P
7152,Earth,False,55 Cancri e,48.0,0.0,0.0,172.0,115.0,1.0,645.0,Estina Hughriend,0.0,7630,01,F,1585,P
7153,Europa,False,TRAPPIST-1e,33.0,0.0,81.0,1125.0,481.0,505.0,1261.0,Weid Waring,0.0,7631,01,E,497,P
7154,Mars,False,TRAPPIST-1e,28.0,0.0,2703.0,0.0,4.0,1.0,0.0,Phex Kepie,0.0,7632,01,D,226,S
7155,,False,TRAPPIST-1e,39.0,0.0,0.0,0.0,0.0,847.0,1.0,Dannie Hebernandry,0.0,7633,01,G,1224,P
7156,Earth,True,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Johna Byerry,1.0,7634,01,G,1239,S
7157,Europa,True,55 Cancri e,58.0,0.0,0.0,0.0,0.0,0.0,0.0,Caphird Aneetle,1.0,7635,01,B,289,S
7158,Europa,True,55 Cancri e,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Wimps Invebodene,1.0,7639,01,B,290,S
7159,Earth,True,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Britta Mejiarkerox,1.0,7640,01,G,1226,P
7160,Earth,False,55 Cancri e,21.0,0.0,618.0,33.0,1.0,2.0,0.0,Harvin Peter,1.0,7641,01,F,1586,P
7161,Europa,False,55 Cancri e,53.0,0.0,8.0,1489.0,0.0,2723.0,7401.0,Alar Quelfly,0.0,7643,01,C,247,P
7162,Europa,True,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Terion Quelfly,1.0,7643,02,C,247,P
7163,Earth,True,PSO J318.5-22,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Hanry Moorez,1.0,7644,01,G,1227,P
7164,Europa,False,55 Cancri e,25.0,0.0,0.0,16016.0,1025.0,189.0,1037.0,Azim Sometery,1.0,7646,01,C,285,S
7165,Europa,False,55 Cancri e,44.0,1.0,3010.0,26.0,0.0,62.0,904.0,Mahamak Sometery,0.0,7646,02,C,285,S
7166,Europa,False,55 Cancri e,24.0,0.0,145.0,4224.0,0.0,5.0,61.0,Alwaide Sometery,1.0,7646,03,C,285,S
7167,Earth,False,TRAPPIST-1e,24.0,0.0,0.0,7.0,127.0,639.0,37.0,Eulah Lopelases,0.0,7647,01,G,1240,S
7168,Earth,True,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Toniel Reenon,1.0,7649,01,G,1241,S
7169,Earth,True,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jilly Palmes,1.0,7650,01,G,1242,S
7170,Earth,True,55 Cancri e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Ebonyd Potters,0.0,7650,02,G,1242,S
7171,Earth,True,PSO J318.5-22,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Meline Potters,1.0,7650,03,G,1242,S
7172,Earth,False,TRAPPIST-1e,18.0,0.0,711.0,12.0,0.0,83.0,0.0,Royce Potters,1.0,7650,04,F,1461,S
7173,Earth,True,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Tera Palmes,0.0,7650,05,G,1242,S
7174,Europa,True,55 Cancri e,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Coxatik Eguing,1.0,7652,01,B,292,S
7175,Earth,True,TRAPPIST-1e,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Moniey Belley,0.0,7656,01,G,1244,S
7176,Europa,True,55 Cancri e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Atrino Lisholtery,1.0,7660,01,B,294,S
7177,Earth,True,TRAPPIST-1e,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Dorene Water,1.0,7661,01,G,1245,S
7178,Earth,True,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Marynk Wellierras,1.0,7665,01,G,1229,P
7179,Mars,True,TRAPPIST-1e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Boos Emead,1.0,7666,01,F,1591,P
7180,Europa,True,55 Cancri e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Suhelik Opshosent,1.0,7667,01,B,251,P
7181,Earth,False,TRAPPIST-1e,24.0,0.0,198.66666666666666,636.0,136.0,37.0,0.0,Philda Whiters,0.0,7669,01,G,1230,P
7182,Mars,True,TRAPPIST-1e,21.0,0.0,0.0,0.0,0.0,0.0,0.0,Oats Meau,1.0,7670,01,F,1465,S
7183,Earth,False,TRAPPIST-1e,29.0,0.0,0.0,7.0,31.0,700.0,0.0,Daley Patthews,0.0,7671,01,F,1466,S
7184,Mars,False,TRAPPIST-1e,37.0,1.0,2771.0,0.0,6.0,1.0,10.0,Bases Chman,0.0,7676,01,D,227,S
7185,Earth,True,PSO J318.5-22,49.0,0.0,0.0,0.0,0.0,0.0,0.0,Alber Puckenton,0.0,7677,01,G,1247,S
7186,Earth,False,TRAPPIST-1e,42.0,0.0,1132.0,0.0,0.0,77.0,608.0,Nelly Rocknight,0.0,7678,01,G,1231,P
7187,Earth,True,TRAPPIST-1e,54.0,0.0,0.0,0.0,0.0,0.0,0.0,Garyan Rocknight,1.0,7678,02,G,1231,P
7188,Earth,True,TRAPPIST-1e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyley Valezaley,0.0,7679,01,G,1232,P
7189,Europa,False,TRAPPIST-1e,27.0,0.0,0.0,6.0,0.0,7786.0,0.0,Baton Ousious,0.0,7680,01,C,250,P
7190,Earth,True,TRAPPIST-1e,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Denny Solon,0.0,7682,01,G,1248,S
7191,Earth,False,TRAPPIST-1e,28.0,0.0,0.0,817.0,58.0,0.0,25.0,Katen Avisnydes,1.0,7683,01,F,1467,S
