,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,Deck,Side,Group_ID
6381,Earth,1.0,TRAPPIST-1e,28.0,0.0,0.0,0.0,0.0,0.0,0.0,Luison Mcinton,1,G,P,01
6382,Europa,1.0,TRAPPIST-1e,31.0,0.0,,0.0,0.0,0.0,0.0,Duhrak Alaxed,1,C,P,01
6383,Mars,1.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,,0.0,Cank Scake,1,F,S,01
6384,Mars,0.0,TRAPPIST-1e,7.0,0.0,0.0,0.0,0.0,0.0,,Gra Scake,1,F,S,02
6385,Mars,0.0,TRAPPIST-1e,25.0,0.0,1610.0,29.0,6.0,0.0,0.0,Gut Scake,0,F,S,03
6386,Mars,0.0,TRAPPIST-1e,34.0,0.0,470.0,0.0,,45.0,539.0,Moss Scake,0,D,S,04
6387,Earth,0.0,TRAPPIST-1e,21.0,0.0,0.0,13.0,813.0,0.0,0.0,Luzel Barrelliver,1,G,P,01
6388,Earth,0.0,TRAPPIST-1e,29.0,0.0,0.0,95.0,424.0,1.0,364.0,Rona Goody,0,G,P,01
6389,Mars,1.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Trisp Berle,1,F,S,01
6390,Mars,1.0,TRAPPIST-1e,31.0,0.0,0.0,0.0,0.0,0.0,0.0,Fal Berle,0,E,S,02
6391,Europa,1.0,TRAPPIST-1e,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Stra Frablerly,1,B,P,01
6392,Europa,0.0,TRAPPIST-1e,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Aldibi Frablerly,0,B,P,02
6393,Europa,0.0,TRAPPIST-1e,25.0,1.0,0.0,4209.0,0.0,2.0,896.0,Marin Gealably,1,C,S,01
6394,Earth,0.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,12.0,726.0,19.0,Winia Pittson,0,F,P,01
6395,Earth,0.0,PSO J318.5-22,46.0,0.0,0.0,0.0,743.0,4.0,6.0,Monah Pittson,1,G,P,02
6396,Earth,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Melvia Pittson,1,G,P,03
6397,Mars,0.0,TRAPPIST-1e,53.0,0.0,1964.0,0.0,635.0,0.0,0.0,Eaturs Dato,0,F,S,01
6398,Earth,0.0,55 Cancri e,25.0,0.0,76.0,600.0,0.0,0.0,25.0,Sanney Gaineyerson,0,F,P,01
6399,Mars,0.0,PSO J318.5-22,30.0,0.0,51.0,0.0,1373.0,0.0,5.0,Shex Pri,1,F,P,01
6400,Mars,1.0,TRAPPIST-1e,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Nute Curte,1,F,P,01
6401,Mars,0.0,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Neysma Horte,0,E,P,02
6402,Earth,0.0,55 Cancri e,54.0,0.0,0.0,704.0,0.0,0.0,0.0,Monard Jenkinnedy,0,F,S,01
6403,Earth,0.0,TRAPPIST-1e,20.0,0.0,0.0,97.0,725.0,26.0,104.0,Bonyam Berges,1,G,P,01
6404,Mars,0.0,TRAPPIST-1e,32.0,0.0,2937.0,60.0,696.0,0.0,0.0,Single Rake,0,F,S,01
6405,Mars,0.0,TRAPPIST-1e,31.0,0.0,76.0,0.0,2398.0,102.0,23.0,Supix Rake,1,F,S,02
6406,Mars,1.0,TRAPPIST-1e,55.0,0.0,0.0,0.0,0.0,0.0,0.0,Lifes Fache,1,F,S,01
6407,Earth,0.0,PSO J318.5-22,16.0,0.0,399.0,0.0,3.0,0.0,137.0,Viviay Nieldson,0,G,P,01
6408,Earth,1.0,TRAPPIST-1e,0.0,,0.0,0.0,0.0,0.0,0.0,Carita Warrishales,1,G,P,02
6409,Earth,1.0,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Reneen Warrishales,1,G,P,03
6410,Earth,0.0,TRAPPIST-1e,33.0,0.0,47.0,0.0,0.0,,3047.0,Scotte Greeves,0,F,P,01
6411,Earth,1.0,TRAPPIST-1e,45.0,0.0,0.0,0.0,,0.0,0.0,Jord Steinardson,1,G,P,01
6412,Earth,1.0,TRAPPIST-1e,6.0,0.0,0.0,0.0,0.0,0.0,0.0,Donnie Steinardson,0,G,P,02
6413,Earth,0.0,TRAPPIST-1e,33.0,0.0,0.0,0.0,704.0,0.0,0.0,Tancis Steinardson,0,F,P,03
6414,Earth,1.0,55 Cancri e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,G,S,01
6415,Earth,0.0,55 Cancri e,24.0,0.0,1.0,0.0,0.0,691.0,0.0,Alancy Mcgoway,0,F,P,01
6416,Earth,0.0,TRAPPIST-1e,47.0,0.0,0.0,758.0,0.0,0.0,1417.0,Brada Fielson,0,F,S,01
6417,Europa,0.0,TRAPPIST-1e,37.0,0.0,0.0,7920.0,270.0,1.0,322.0,Terope Busive,1,B,S,01
6418,Europa,1.0,55 Cancri e,14.0,0.0,,0.0,0.0,0.0,0.0,Alhail Stioutody,1,B,S,02
6419,Europa,1.0,TRAPPIST-1e,44.0,0.0,0.0,0.0,0.0,0.0,0.0,Tabanar Stioutody,1,B,S,03
6420,Europa,0.0,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Altara Stioutody,1,B,S,04
6421,Europa,1.0,55 Cancri e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Antinon Plaricit,1,C,S,01
6422,Europa,0.0,TRAPPIST-1e,39.0,0.0,2167.0,30.0,1472.0,,0.0,Eltan Plaricit,1,C,S,02
6423,Earth,0.0,PSO J318.5-22,15.0,0.0,,0.0,533.0,72.0,0.0,Samany Ments,0,F,S,01
6424,Earth,0.0,55 Cancri e,60.0,0.0,0.0,0.0,0.0,8.0,698.0,Allena Currisones,0,G,S,01
6425,Earth,0.0,TRAPPIST-1e,49.0,0.0,0.0,366.0,0.0,0.0,401.0,Rosey Currisones,1,G,S,02
6426,Earth,0.0,PSO J318.5-22,23.0,0.0,8.0,173.0,0.0,1052.0,0.0,Jeret Hendrewsons,0,F,P,01
6427,Earth,0.0,TRAPPIST-1e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Iney Booneid,1,F,P,01
6428,Earth,,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Helean Booneid,0,F,P,02
6429,Earth,0.0,TRAPPIST-1e,17.0,0.0,108.0,4.0,1898.0,13.0,0.0,Therta Hurchanney,0,F,P,03
6430,Earth,1.0,PSO J318.5-22,42.0,0.0,0.0,0.0,0.0,0.0,0.0,Cassa Booneid,1,F,P,04
6431,Earth,1.0,TRAPPIST-1e,16.0,0.0,0.0,0.0,,0.0,,Reneen Booneid,1,F,P,05
6432,Earth,0.0,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joelan Booneid,1,F,P,06
6433,Earth,0.0,TRAPPIST-1e,26.0,0.0,113.0,38.0,0.0,0.0,630.0,Vandy Booneid,0,F,P,07
6434,Earth,0.0,TRAPPIST-1e,56.0,0.0,2.0,736.0,0.0,71.0,0.0,Glenna Weberton,0,G,P,01
6435,Mars,0.0,55 Cancri e,26.0,0.0,866.0,0.0,0.0,0.0,0.0,Widous Mone,1,D,P,01
6436,Mars,0.0,TRAPPIST-1e,41.0,0.0,145.0,0.0,2383.0,30.0,40.0,Razzle Reate,1,F,P,01
6437,Mars,0.0,TRAPPIST-1e,27.0,0.0,20.0,0.0,1000.0,36.0,0.0,Slig Conie,1,D,S,01
6438,Earth,0.0,TRAPPIST-1e,31.0,0.0,470.0,0.0,0.0,182.0,52.0,Arlen Kellyons,0,G,P,01
6439,Earth,0.0,TRAPPIST-1e,40.0,0.0,3.0,0.0,61.0,0.0,742.0,Therly Jacostarks,1,F,P,01
6440,Europa,1.0,55 Cancri e,40.0,0.0,0.0,0.0,0.0,0.0,0.0,Terops Namsheary,1,C,S,01
6441,Earth,1.0,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Luise Krampbelles,1,G,P,01
6442,Europa,0.0,TRAPPIST-1e,50.0,1.0,0.0,7293.0,136.0,97.0,440.0,Syrmino Imprank,1,B,S,01
6443,Europa,0.0,55 Cancri e,42.0,0.0,1751.0,516.0,0.0,12.0,672.0,Eleb Disteady,0,A,P,01
6444,Europa,0.0,TRAPPIST-1e,50.0,0.0,52.0,996.0,0.0,700.0,1.0,Alathim Suasharic,0,E,S,01
6445,Earth,0.0,TRAPPIST-1e,39.0,0.0,14.0,583.0,310.0,0.0,0.0,Anniey Gallenry,1,G,S,01
6446,Earth,0.0,TRAPPIST-1e,27.0,0.0,0.0,,192.0,38.0,599.0,Yolas Santantines,0,F,P,01
6447,Mars,1.0,TRAPPIST-1e,20.0,0.0,0.0,0.0,0.0,0.0,0.0,Yots Knik,1,E,S,01
6448,Mars,0.0,TRAPPIST-1e,30.0,0.0,768.0,11.0,2010.0,0.0,0.0,Cruses Knik,1,E,S,02
6449,Mars,1.0,TRAPPIST-1e,16.0,0.0,,0.0,0.0,0.0,0.0,Cings Knik,1,,,03
6450,,1.0,TRAPPIST-1e,36.0,0.0,0.0,0.0,0.0,0.0,0.0,Shex Knik,1,E,S,04
6451,Mars,1.0,55 Cancri e,68.0,0.0,0.0,0.0,0.0,0.0,0.0,Dors Knik,1,E,S,05
6452,Earth,0.0,55 Cancri e,22.0,0.0,38.0,19.0,348.0,217.0,115.0,Thell Newtontoss,0,F,P,01
6453,Mars,0.0,55 Cancri e,36.0,0.0,1339.0,6.0,7810.0,0.0,0.0,Flark Potte,1,E,S,01
6454,Earth,1.0,55 Cancri e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Allyny Ewiseston,0,G,P,01
6455,Earth,0.0,TRAPPIST-1e,28.0,,944.0,0.0,0.0,0.0,75.0,Hilly Ewiseston,0,G,P,02
6456,Earth,1.0,PSO J318.5-22,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Enrie Mcfarley,1,G,P,03
6457,Earth,0.0,TRAPPIST-1e,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Troyce Ewiseston,1,G,P,04
6458,Earth,1.0,55 Cancri e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lerion Ewiseston,0,G,P,05
6459,Earth,1.0,TRAPPIST-1e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Evey Ewiseston,1,G,P,06
6460,Earth,0.0,TRAPPIST-1e,37.0,0.0,21.0,54.0,5.0,178.0,431.0,Adria Bakericks,0,F,S,01
6461,Earth,0.0,TRAPPIST-1e,31.0,0.0,32.0,2667.0,0.0,0.0,9.0,Bra Midtt,1,F,P,01
6462,Earth,0.0,TRAPPIST-1e,31.0,0.0,,0.0,0.0,1490.0,0.0,Dianie Dickman,0,F,P,01
6463,Earth,0.0,TRAPPIST-1e,43.0,0.0,142.0,1208.0,0.0,0.0,204.0,Landa Grifford,0,F,P,01
6464,Earth,0.0,TRAPPIST-1e,15.0,0.0,0.0,532.0,29.0,0.0,163.0,Moniey Bradamss,0,F,S,01
6465,Earth,0.0,TRAPPIST-1e,58.0,0.0,,0.0,0.0,444.0,0.0,Milyla Burker,1,G,S,01
6466,Mars,1.0,,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Peefox Kinad,1,F,S,01
6467,Mars,0.0,TRAPPIST-1e,24.0,0.0,3481.0,0.0,1236.0,2.0,256.0,,0,F,S,02
6468,Earth,0.0,TRAPPIST-1e,49.0,0.0,0.0,69.0,92.0,1600.0,15.0,Elle Harrenoldez,0,G,S,01
6469,Europa,0.0,55 Cancri e,73.0,0.0,181.0,1.0,840.0,2618.0,1949.0,Dirk Listive,0,A,S,01
6470,Europa,1.0,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Coxaton Listive,1,A,S,02
6471,Europa,1.0,TRAPPIST-1e,50.0,0.0,0.0,0.0,0.0,0.0,0.0,Zinoces Listive,1,A,S,03
6472,Europa,,TRAPPIST-1e,12.0,0.0,0.0,0.0,0.0,0.0,0.0,Alramak Listive,1,A,S,04
6473,Earth,1.0,TRAPPIST-1e,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Ine Hubbarrison,1,G,P,01
6474,Earth,0.0,TRAPPIST-1e,49.0,0.0,355.0,449.0,8.0,0.0,0.0,Arllia Hubbarrison,0,G,P,02
6475,Earth,1.0,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Enryn Hubbarrison,0,G,P,03
6476,Earth,1.0,TRAPPIST-1e,,0.0,0.0,0.0,0.0,0.0,0.0,Violan Holson,0,G,P,01
6477,Mars,1.0,TRAPPIST-1e,33.0,0.0,0.0,0.0,0.0,0.0,0.0,Quid Wala,1,F,P,01
6478,Earth,0.0,,23.0,0.0,7.0,0.0,0.0,716.0,800.0,Sta Mccarveymon,1,E,S,01
6479,Earth,1.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,,Sonald Coolez,1,G,S,01
6480,Mars,1.0,TRAPPIST-1e,43.0,0.0,0.0,0.0,0.0,0.0,0.0,Cireal Carté,1,E,P,01
6481,Earth,0.0,TRAPPIST-1e,36.0,0.0,1912.0,0.0,0.0,2.0,0.0,Ellena Fryan,0,F,S,01
6482,Mars,1.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Clow Sake,1,F,P,01
6483,Mars,1.0,55 Cancri e,29.0,0.0,,0.0,0.0,0.0,0.0,Tekris Meate,1,E,S,01
6484,Europa,1.0,TRAPPIST-1e,21.0,0.0,0.0,,0.0,0.0,0.0,Acceleb Rimplighty,1,B,S,01
6485,Europa,1.0,55 Cancri e,30.0,0.0,0.0,0.0,0.0,0.0,0.0,Saxinon Rimplighty,1,B,S,02
6486,Mars,0.0,55 Cancri e,23.0,0.0,71.0,0.0,1376.0,0.0,890.0,Chones Brin,0,E,S,01
6487,Europa,1.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Marinon Ambleetive,1,D,P,01
6488,Earth,0.0,TRAPPIST-1e,22.0,,735.0,138.0,,0.0,0.0,Adamy Wolferton,0,F,P,01
6489,Earth,1.0,PSO J318.5-22,25.0,0.0,0.0,0.0,0.0,0.0,0.0,Weslie Wolferton,0,G,P,02
6490,Earth,0.0,TRAPPIST-1e,52.0,0.0,2.0,46.0,800.0,0.0,773.0,Brancy Wolferton,0,E,P,03
6491,Earth,0.0,TRAPPIST-1e,22.0,0.0,0.0,752.0,18.0,0.0,18.0,Glorey Bookerson,1,E,S,01
6492,Europa,0.0,55 Cancri e,31.0,0.0,0.0,1604.0,4058.0,4094.0,124.0,Menkaa Cathome,0,C,P,01
6493,Mars,0.0,TRAPPIST-1e,23.0,0.0,3211.0,4.0,243.0,0.0,0.0,Graw Bate,0,E,P,01
6494,Earth,0.0,PSO J318.5-22,35.0,0.0,22.0,0.0,1179.0,0.0,33.0,Jenn Jenson,0,F,S,01
6495,Europa,1.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,0.0,0.0,0.0,Asteron Spandisket,1,B,P,01
6496,Europa,1.0,TRAPPIST-1e,14.0,0.0,0.0,0.0,0.0,0.0,0.0,Kabiak Spandisket,1,B,P,02
6497,Europa,0.0,55 Cancri e,39.0,0.0,0.0,60.0,0.0,310.0,4674.0,Zinopus Spandisket,0,B,P,03
6498,Europa,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Taura Spandisket,1,B,P,04
6499,Earth,1.0,PSO J318.5-22,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Blancy Harry,1,G,S,01
6500,Earth,1.0,PSO J318.5-22,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Iney Lambucketty,1,G,S,01
6501,Earth,1.0,TRAPPIST-1e,48.0,0.0,0.0,0.0,0.0,0.0,0.0,Diandi Mcfaddennon,1,G,S,01
6502,Earth,0.0,TRAPPIST-1e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Dianie Mcfaddennon,0,G,S,02
6503,Earth,0.0,TRAPPIST-1e,25.0,0.0,0.0,10.0,909.0,0.0,17.0,Franda Patrichane,0,F,S,01
6504,Europa,1.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Aske Scoudelle,1,A,P,01
6505,Europa,1.0,55 Cancri e,25.0,,0.0,0.0,0.0,0.0,0.0,Phamark Scoudelle,1,A,P,02
6506,Europa,0.0,TRAPPIST-1e,27.0,,69.0,2878.0,0.0,4232.0,3798.0,Thabih Peducting,0,D,S,01
6507,Europa,1.0,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Errim Peducting,1,D,S,02
6508,Europa,0.0,55 Cancri e,20.0,0.0,0.0,17958.0,99.0,14.0,57.0,Gork Hetforhaft,1,C,S,01
6509,Europa,0.0,55 Cancri e,40.0,0.0,6103.0,7570.0,860.0,13117.0,192.0,Dscha Hetforhaft,0,C,S,02
6510,Earth,0.0,TRAPPIST-1e,18.0,0.0,0.0,18.0,73.0,2134.0,25.0,Jerek Brookenson,0,F,P,01
6511,Earth,0.0,TRAPPIST-1e,21.0,0.0,0.0,0.0,901.0,3.0,0.0,Megany Philloway,0,F,P,01
6512,Earth,0.0,TRAPPIST-1e,38.0,0.0,190.0,1.0,616.0,0.0,,Faithy Rickson,1,G,S,01
6513,Europa,0.0,55 Cancri e,62.0,0.0,362.0,1049.0,46.0,104.0,829.0,Mesarix Hervel,1,A,P,01
6514,Earth,1.0,TRAPPIST-1e,23.0,0.0,0.0,0.0,0.0,0.0,0.0,Joyces Englence,1,G,S,01
6515,Mars,0.0,TRAPPIST-1e,48.0,1.0,2191.0,0.0,172.0,1.0,0.0,Dunch Mepie,0,F,S,01
6516,Mars,1.0,TRAPPIST-1e,27.0,0.0,0.0,0.0,0.0,0.0,0.0,Gacke Mepie,0,E,S,02
6517,Mars,1.0,55 Cancri e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Rail Dake,1,F,P,01
6518,Mars,0.0,TRAPPIST-1e,53.0,0.0,0.0,0.0,0.0,0.0,0.0,Giamon Dake,0,E,P,02
6519,Earth,0.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,1.0,0.0,398.0,Evaned Wolferguson,1,G,S,01
6520,Mars,1.0,TRAPPIST-1e,46.0,0.0,,0.0,0.0,0.0,0.0,Whee Vloaf,1,F,S,01
6521,Earth,0.0,TRAPPIST-1e,32.0,0.0,0.0,326.0,31.0,5.0,545.0,Beathy Patrichane,0,G,S,01
6522,Earth,0.0,,40.0,0.0,862.0,0.0,0.0,0.0,59.0,Sallie Santuez,0,F,S,01
6523,Mars,0.0,TRAPPIST-1e,27.0,0.0,725.0,0.0,1660.0,0.0,0.0,Treynx Casty,1,D,P,01
6524,Earth,,TRAPPIST-1e,28.0,0.0,0.0,669.0,0.0,1.0,2.0,Cellex Merkins,1,F,S,01
6525,Europa,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Winork Dreamspric,1,B,S,01
6526,Mars,1.0,TRAPPIST-1e,37.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,F,S,01
6527,Mars,0.0,TRAPPIST-1e,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Otlios Hacle,1,F,S,02
6528,Mars,0.0,TRAPPIST-1e,12.0,,0.0,0.0,0.0,0.0,0.0,Risps Hacle,1,F,S,03
6529,Europa,0.0,TRAPPIST-1e,25.0,0.0,0.0,4612.0,0.0,2585.0,1919.0,Ainon Conachets,0,C,P,01
6530,Mars,0.0,TRAPPIST-1e,,0.0,473.0,0.0,575.0,0.0,0.0,Stote Khake,0,E,S,01
6531,Mars,0.0,TRAPPIST-1e,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Goats Khake,1,F,S,02
6532,Mars,0.0,TRAPPIST-1e,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Dies Khake,1,F,S,03
6533,Europa,0.0,55 Cancri e,27.0,0.0,146.0,3786.0,490.0,0.0,18.0,Gemmark Bootious,1,,,01
6534,Europa,0.0,TRAPPIST-1e,59.0,0.0,0.0,0.0,0.0,0.0,0.0,Anyonon Coweboded,1,A,P,01
6535,Europa,,TRAPPIST-1e,24.0,0.0,0.0,0.0,0.0,0.0,0.0,Ruchban Coweboded,0,A,P,02
6536,Earth,1.0,TRAPPIST-1e,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Kyley Hendrys,1,G,S,01
6537,Mars,0.0,TRAPPIST-1e,16.0,0.0,501.0,974.0,1164.0,0.0,0.0,Anch Opie,0,F,S,01
6538,Europa,1.0,TRAPPIST-1e,46.0,0.0,0.0,0.0,0.0,0.0,0.0,Strali Idalpus,1,D,P,01
6539,Earth,0.0,PSO J318.5-22,25.0,0.0,0.0,1428.0,0.0,1483.0,0.0,Gabrin Woodwinez,0,F,P,01
6540,Earth,0.0,TRAPPIST-1e,39.0,0.0,130.0,741.0,0.0,0.0,0.0,Vana Acobson,0,F,S,01
6541,Earth,0.0,TRAPPIST-1e,15.0,0.0,0.0,0.0,0.0,938.0,44.0,Lilasa Acobson,0,E,S,02
6542,Earth,0.0,55 Cancri e,16.0,0.0,43.0,3.0,750.0,0.0,0.0,Gaylah Acobson,1,F,S,03
6543,Mars,0.0,TRAPPIST-1e,35.0,0.0,1719.0,4389.0,1015.0,0.0,14.0,Elix Pelte,1,F,P,01
6544,Mars,0.0,55 Cancri e,43.0,0.0,528.0,13.0,1583.0,11.0,0.0,Apies Bun,0,E,P,02
6545,Mars,1.0,TRAPPIST-1e,7.0,0.0,0.0,0.0,0.0,0.0,0.0,Sesh Pelte,1,F,P,03
6546,Earth,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Louisa Mcmahoney,1,G,P,01
6547,Europa,0.0,TRAPPIST-1e,60.0,0.0,0.0,960.0,46.0,854.0,17074.0,Sheleon Swinvul,0,C,S,01
6548,Earth,0.0,TRAPPIST-1e,49.0,0.0,173.0,0.0,18.0,580.0,1.0,Carry Johnsondez,0,G,S,01
6549,Mars,0.0,TRAPPIST-1e,50.0,0.0,118.0,0.0,1041.0,0.0,0.0,Powhex Sutte,1,F,S,01
6550,Europa,0.0,TRAPPIST-1e,40.0,0.0,0.0,120.0,0.0,2814.0,318.0,Weino Slomed,0,C,P,01
6551,Mars,1.0,TRAPPIST-1e,49.0,0.0,0.0,0.0,0.0,0.0,0.0,Slus Hacle,1,F,S,01
6552,Mars,0.0,,18.0,0.0,1988.0,0.0,95.0,0.0,0.0,Cakers Hacle,0,E,S,02
6553,Mars,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Chrets Conca,1,F,S,01
6554,Mars,0.0,TRAPPIST-1e,56.0,1.0,995.0,0.0,177.0,0.0,739.0,Proos Horte,0,F,P,01
6555,Earth,1.0,PSO J318.5-22,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Neilda Barris,1,G,S,01
6556,Earth,0.0,TRAPPIST-1e,29.0,0.0,0.0,10.0,0.0,5.0,975.0,Verek Wolferguson,0,E,S,01
6557,Europa,0.0,TRAPPIST-1e,22.0,0.0,0.0,1914.0,2090.0,100.0,0.0,Sadrix Stersetery,1,C,S,01
6558,Europa,1.0,55 Cancri e,24.0,0.0,0.0,0.0,0.0,,0.0,Eleron Fordulgaug,1,C,S,02
6559,Europa,0.0,TRAPPIST-1e,23.0,0.0,69.0,6101.0,0.0,0.0,214.0,Grum Stersetery,1,C,S,03
6560,Europa,0.0,TRAPPIST-1e,28.0,1.0,0.0,14076.0,0.0,928.0,372.0,Dsch Stersetery,1,C,S,04
6561,Europa,1.0,55 Cancri e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Arrain Fordulgaug,1,C,S,05
6562,Europa,0.0,TRAPPIST-1e,32.0,0.0,0.0,89.0,0.0,8330.0,1.0,Azhah Stersetery,0,C,S,06
6563,Earth,0.0,TRAPPIST-1e,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Lilasa Solon,1,G,S,01
6564,Earth,0.0,TRAPPIST-1e,26.0,0.0,0.0,0.0,677.0,1.0,108.0,Juanie Hayerson,0,G,P,01
6565,,0.0,TRAPPIST-1e,43.0,0.0,1944.0,17.0,657.0,0.0,0.0,Smals Birt,1,F,P,01
6566,Earth,0.0,TRAPPIST-1e,25.0,0.0,439.0,0.0,0.0,557.0,0.0,Dont Bookerson,0,E,S,01
6567,Earth,0.0,TRAPPIST-1e,11.0,0.0,0.0,0.0,0.0,0.0,0.0,Jodye Bookerson,0,G,S,02
6568,Earth,0.0,TRAPPIST-1e,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Nelly Llovers,1,G,P,01
6569,Earth,1.0,TRAPPIST-1e,32.0,0.0,0.0,0.0,0.0,0.0,0.0,Natha Llovers,1,G,P,02
6570,Earth,0.0,TRAPPIST-1e,15.0,0.0,9.0,776.0,4.0,0.0,2.0,Tricki Llovers,1,E,P,03
6571,Earth,1.0,TRAPPIST-1e,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Letta Howayery,1,G,S,01
6572,Europa,1.0,55 Cancri e,37.0,0.0,0.0,0.0,0.0,0.0,0.0,Spurin Amonsmane,1,C,P,01
6573,Earth,0.0,TRAPPIST-1e,20.0,0.0,559.0,0.0,83.0,112.0,0.0,Shaele Ewiseston,1,G,S,01
6574,Mars,0.0,TRAPPIST-1e,47.0,0.0,160.0,0.0,1232.0,36.0,0.0,Cats Nutty,1,F,P,01
6575,Mars,0.0,55 Cancri e,16.0,0.0,1228.0,0.0,450.0,446.0,,Bleark Nutty,0,E,P,02
6576,Earth,1.0,TRAPPIST-1e,8.0,0.0,0.0,0.0,0.0,0.0,0.0,Robyna Petton,1,G,S,01
6577,Earth,0.0,TRAPPIST-1e,22.0,0.0,245.0,0.0,0.0,661.0,1.0,Blanie Bears,0,G,P,01
6578,Mars,0.0,TRAPPIST-1e,39.0,0.0,9.0,0.0,687.0,0.0,0.0,Goats Steen,1,F,S,01
6579,Europa,1.0,55 Cancri e,57.0,0.0,0.0,0.0,0.0,0.0,0.0,Mirakis Dynatic,1,B,S,01
6580,Europa,1.0,TRAPPIST-1e,29.0,0.0,0.0,0.0,0.0,0.0,0.0,Alzird Gented,1,C,P,01
6581,Europa,1.0,55 Cancri e,,0.0,0.0,0.0,0.0,0.0,0.0,Schird Sophaft,1,B,S,01
6582,Earth,0.0,TRAPPIST-1e,70.0,0.0,28.0,0.0,0.0,672.0,104.0,Samany Buckson,0,F,P,01
6583,Europa,1.0,TRAPPIST-1e,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Becruxa Coudered,1,B,S,01
6584,Europa,0.0,TRAPPIST-1e,49.0,0.0,0.0,1757.0,0.0,797.0,567.0,Cellum Obnoble,1,B,S,02
6585,Earth,0.0,55 Cancri e,25.0,0.0,0.0,12.0,851.0,19.0,103.0,Lolas Dillestron,0,E,S,01
6586,Europa,1.0,55 Cancri e,19.0,0.0,0.0,0.0,0.0,0.0,0.0,Alurops Pringry,1,B,S,01
6587,Europa,1.0,55 Cancri e,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Medib Pringry,1,B,S,02
6588,Europa,0.0,TRAPPIST-1e,37.0,0.0,26.0,2898.0,9.0,0.0,40.0,Vegas Lendly,1,D,P,01
6589,Europa,1.0,TRAPPIST-1e,,0.0,0.0,0.0,0.0,0.0,0.0,Mares Beling,1,D,P,02
6590,Mars,0.0,TRAPPIST-1e,28.0,,1998.0,0.0,13.0,87.0,0.0,Blug Flie,0,E,P,01
6591,,0.0,TRAPPIST-1e,22.0,0.0,969.0,47.0,23.0,134.0,0.0,Weet Flie,0,E,P,02
